Census 5-Digit ZCTA Code,State FIPS Code,Census Identifier,FIPS Class Code,Feature Class Code,Functional Code,Zip Code (Number),State,Census Land Area (m),Census Water Area (m),Total Population,Total Housing Units,Non Hispanic White Persons,Non Hispanic Black Persons,Non Hispanic American Indian Persons,Non Hispanic Asian Persons,Non Hispanic Native Hawaiian Persons,Non Hispanic Other Race Persons,Non Hispanic total Persons,Hispanic Persons,Percent Non Hispanic White,Percent Non Hispanic Black,Percent Non Hispanic American Indian,Percent non Hispanic Asian,Percent Non Hispanic Native Hawaiian,Percent Non Hispanic Other,Percent Non Hispanic Total,Percent Hispanic,Persons Over 65,Percent Over 65,Median Age,Vacant Units,Percent Vacant,Homeowner Rate,Percent Homeowner Without Mortgage,Percent Rent,Percent Population Under 18,ZCTA Report 1,ZCTA Report 2
20693,24,2420693,B5,G6350,S,"20,693.00",24,"52,285,009.00","13,685,613.00","1,088.00",424,912,129,4,3,0,0,30,10,83.8,11.9,0.4,0.3,0,0,2.8,0.9,131,12,42.2,33,7.8,71.5,19.6,11,21.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20693.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20693.pdf
20695,24,2420695,B5,G6350,S,"20,695.00",24,"32,761,135.00","133,483.00","6,794.00","2,574.00","3,129.00","2,948.00",51,169,7,11,205,274,46.1,43.4,0.8,2.5,0.1,0.2,3,4,768,11.3,39.2,110,4.3,74.1,12.7,15.1,26.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20695.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20695.pdf
20701,24,2420701,B5,G6350,S,"20,701.00",24,"3,428,521.00","6,563.00",2,1,1,1,0,0,0,0,0,0,50,50,0,0,0,0,0,0,1,50,60.5,0,0,0,0,100,0,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20701.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20701.pdf
20705,24,2420705,B5,G6350,S,"20,705.00",24,"40,930,151.00","266,150.00","26,188.00","9,281.00","6,094.00","10,065.00",46,"3,022.00",7,135,650,"6,169.00",23.3,38.4,0.2,11.5,0,0.5,2.5,23.6,"2,645.00",10.1,35.7,557,6,55.9,16,33.4,31.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20705.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20705.pdf
20706,24,2420706,B5,G6350,S,"20,706.00",24,"26,832,451.00","131,889.00","38,692.00","13,065.00","3,426.00","26,507.00",61,"1,576.00",23,86,642,"6,371.00",8.9,68.5,0.2,4.1,0.1,0.2,1.7,16.5,"3,760.00",9.7,34,822,6.3,56.4,14.2,34.2,39.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20706.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20706.pdf
20707,24,2420707,B5,G6350,S,"20,707.00",24,"28,896,187.00","481,328.00","31,538.00","13,576.00","9,599.00","13,425.00",72,"2,849.00",15,111,796,"4,671.00",30.4,42.6,0.2,9,0,0.4,2.5,14.8,"2,998.00",9.5,35.7,892,6.6,53.6,12.5,38.7,32.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20707.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20707.pdf
20708,24,2420708,B5,G6350,S,"20,708.00",24,"36,245,211.00","784,570.00","25,546.00","10,733.00","4,874.00","15,394.00",57,"1,146.00",7,84,710,"3,274.00",19.1,60.3,0.2,4.5,0,0.3,2.8,12.8,"1,876.00",7.3,32,789,7.4,31,15.1,63.5,45.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20708.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20708.pdf
20710,24,2420710,B5,G6350,S,"20,710.00",24,"2,847,143.00","8,094.00","9,313.00","3,882.00",483,"5,951.00",25,190,2,19,120,"2,523.00",5.2,63.9,0.3,2,0,0.2,1.3,27.1,872,9.4,31.5,286,7.4,19.9,12.9,77.2,50.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20710.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20710.pdf
20711,24,2420711,B5,G6350,S,"20,711.00",24,"88,051,334.00","1,420,884.00","6,643.00","2,710.00","5,190.00",985,39,41,1,7,187,193,78.1,14.8,0.6,0.6,0,0.1,2.8,2.9,"1,036.00",15.6,44.3,146,5.4,50.4,43,11.5,30.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20711.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20711.pdf
20712,24,2420712,B5,G6350,S,"20,712.00",24,"1,892,811.00","12,394.00","9,031.00","3,927.00","1,112.00","4,630.00",27,197,2,36,137,"2,890.00",12.3,51.3,0.3,2.2,0,0.4,1.5,32,589,6.5,32.6,264,6.7,23,13.6,73.4,49,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20712.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20712.pdf
20714,24,2420714,B5,G6350,S,"20,714.00",24,"6,037,605.00","4,535,724.00","4,345.00","2,179.00","3,705.00",301,21,54,1,8,142,113,85.3,6.9,0.5,1.2,0,0.2,3.3,2.6,473,10.9,37.8,207,9.5,57.4,12.2,34.7,39,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20714.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20714.pdf
20715,24,2420715,B5,G6350,S,"20,715.00",24,"37,644,219.00","169,230.00","26,382.00","9,357.00","14,978.00","7,746.00",48,931,4,56,847,"1,772.00",56.8,29.4,0.2,3.5,0,0.2,3.2,6.7,"3,826.00",14.5,40.5,274,2.9,72.6,19.8,9.5,22.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20715.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20715.pdf
20716,24,2420716,B5,G6350,S,"20,716.00",24,"29,884,962.00","178,423.00","20,787.00","8,469.00","5,572.00","12,428.00",54,920,12,83,631,"1,087.00",26.8,59.8,0.3,4.4,0.1,0.4,3,5.2,"2,097.00",10.1,37.8,372,4.4,67.9,7.9,26.3,32.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20716.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20716.pdf
20720,24,2420720,B5,G6350,S,"20,720.00",24,"28,942,710.00","207,151.00","21,031.00","7,229.00","4,207.00","13,522.00",62,"1,479.00",1,37,541,"1,182.00",20,64.3,0.3,7,0,0.2,2.6,5.6,"1,443.00",6.9,38.9,289,4,87,6.6,6.9,23.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20720.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20720.pdf
20721,24,2420721,B5,G6350,S,"20,721.00",24,"43,235,668.00","376,606.00","27,016.00","9,595.00","1,667.00","23,354.00",49,605,4,46,539,752,6.2,86.4,0.2,2.2,0,0.2,2,2.8,"2,851.00",10.6,41.9,400,4.2,83.7,5.6,11.3,28,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20721.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20721.pdf
20722,24,2420722,B5,G6350,S,"20,722.00",24,"3,810,192.00","79,461.00","5,711.00","1,945.00",740,"2,187.00",18,255,0,16,111,"2,384.00",13,38.3,0.3,4.5,0,0.3,1.9,41.7,512,9,35,191,9.8,60.8,14.9,28.6,35.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20722.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20722.pdf
20723,24,2420723,B5,G6350,S,"20,723.00",24,"34,017,963.00","1,095,691.00","28,972.00","10,491.00","13,767.00","7,563.00",64,"4,139.00",12,85,974,"2,368.00",47.5,26.1,0.2,14.3,0,0.3,3.4,8.2,"1,720.00",5.9,35.1,451,4.3,63.9,11.4,27.9,22.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20723.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20723.pdf
20724,24,2420724,B5,G6350,S,"20,724.00",24,"20,761,159.00",0,"16,093.00","6,615.00","5,436.00","6,626.00",35,"1,321.00",8,35,481,"2,151.00",33.8,41.2,0.2,8.2,0,0.2,3,13.4,990,6.2,33.7,314,4.7,53.7,12.7,38.5,35,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20724.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20724.pdf
20732,24,2420732,B5,G6350,S,"20,732.00",24,"26,384,774.00","6,619,580.00","9,919.00","3,957.00","8,111.00","1,123.00",44,112,4,10,234,281,81.8,11.3,0.4,1.1,0,0.1,2.4,2.8,746,7.5,37.7,256,6.5,72.4,10.9,18.7,29.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20732.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20732.pdf
20733,24,2420733,B5,G6350,S,"20,733.00",24,"8,509,429.00","1,055,182.00","2,672.00","1,108.00","2,188.00",314,11,23,2,4,48,82,81.9,11.8,0.4,0.9,0.1,0.1,1.8,3.1,313,11.7,43.1,60,5.4,75.5,13.6,12.6,27.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20733.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20733.pdf
20735,24,2420735,B5,G6350,S,"20,735.00",24,"67,167,555.00","284,829.00","35,421.00","12,617.00","3,437.00","28,393.00",98,870,11,56,731,"1,825.00",9.7,80.2,0.3,2.5,0,0.2,2.1,5.2,"4,043.00",11.4,41.3,611,4.8,80.8,8.8,11.4,33.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20735.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20735.pdf
20736,24,2420736,B5,G6350,S,"20,736.00",24,"66,156,497.00","1,655,248.00","8,904.00","3,037.00","7,512.00",861,21,146,3,11,173,177,84.4,9.7,0.2,1.6,0,0.1,1.9,2,947,10.6,42.9,89,2.9,78.4,15.8,6.9,14.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20736.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20736.pdf
20737,24,2420737,B5,G6350,S,"20,737.00",24,"10,724,278.00","76,543.00","20,684.00","6,227.00","2,449.00","7,202.00",47,619,8,52,368,"9,939.00",11.8,34.8,0.2,3,0,0.3,1.8,48.1,"1,255.00",6.1,29.7,465,7.5,42.8,14.7,49.8,36.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20737.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20737.pdf
20740,24,2420740,B5,G6350,S,"20,740.00",24,"20,714,189.00","159,386.00","28,780.00","11,011.00","15,280.00","4,492.00",57,"3,716.00",18,82,798,"4,337.00",53.1,15.6,0.2,12.9,0.1,0.3,2.8,15.1,"2,162.00",7.5,24,"1,642.00",14.9,34.9,23.9,54.1,28.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20740.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20740.pdf
20742,24,2420742,B5,G6350,S,"20,742.00",24,"1,918,801.00",0,"7,808.00",1,"4,905.00",875,8,"1,259.00",4,107,201,449,62.8,11.2,0.1,16.1,0.1,1.4,2.6,5.8,0,0,19.4,0,0,0,0,100,0,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20742.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20742.pdf
20743,24,2420743,B5,G6350,S,"20,743.00",24,"25,190,668.00","21,486.00","38,621.00","15,511.00",846,"34,764.00",110,149,1,44,597,"2,110.00",2.2,90,0.3,0.4,0,0.1,1.5,5.5,"4,683.00",12.1,35.8,"1,603.00",10.3,53.2,17.1,35.9,62.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20743.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20743.pdf
20744,24,2420744,B5,G6350,S,"20,744.00",24,"68,211,790.00","323,424.00","50,722.00","19,468.00","4,202.00","38,225.00",124,"3,084.00",19,111,"1,176.00","3,781.00",8.3,75.4,0.2,6.1,0,0.2,2.3,7.5,"6,792.00",13.4,41.5,"1,251.00",6.4,70.6,11.5,20.1,39.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20744.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20744.pdf
20745,24,2420745,B5,G6350,S,"20,745.00",24,"16,741,975.00","262,294.00","28,451.00","12,165.00","1,310.00","22,460.00",52,"1,259.00",10,55,524,"2,781.00",4.6,78.9,0.2,4.4,0,0.2,1.8,9.8,"2,616.00",9.2,35.4,"1,094.00",9,37.2,13.5,57,60.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20745.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20745.pdf
20746,24,2420746,B5,G6350,S,"20,746.00",24,"20,404,769.00","42,326.00","28,838.00","12,548.00","1,279.00","24,750.00",94,312,14,42,522,"1,825.00",4.4,85.8,0.3,1.1,0,0.1,1.8,6.3,"2,717.00",9.4,33.5,998,8,35.2,11.7,60.1,64.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20746.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20746.pdf
20747,24,2420747,B5,G6350,S,"20,747.00",24,"19,771,363.00","5,039.00","40,054.00","16,486.00","1,261.00","35,993.00",100,297,11,54,644,"1,694.00",3.1,89.9,0.2,0.7,0,0.1,1.6,4.2,"3,221.00",8,34.2,"1,145.00",6.9,48.7,9.3,46.3,61.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20747.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20747.pdf
20748,24,2420748,B5,G6350,S,"20,748.00",24,"23,521,810.00","12,156.00","38,792.00","16,684.00","2,120.00","33,410.00",114,480,8,64,647,"1,949.00",5.5,86.1,0.3,1.2,0,0.2,1.7,5,"4,805.00",12.4,38.4,"1,133.00",6.8,48.3,14.8,43.3,56.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20748.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20748.pdf
20751,24,2420751,B5,G6350,S,"20,751.00",24,"13,138,777.00","3,106,769.00","2,343.00","1,107.00","2,147.00",95,8,12,2,0,18,61,91.6,4.1,0.3,0.5,0.1,0,0.8,2.6,366,15.6,45.9,60,5.4,65.1,21.7,16.9,24.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20751.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20751.pdf
20754,24,2420754,B5,G6350,S,"20,754.00",24,"43,684,109.00","2,131,263.00","6,951.00","2,420.00","5,961.00",482,20,151,3,12,162,160,85.8,6.9,0.3,2.2,0,0.2,2.3,2.3,879,12.6,44,68,2.8,74.9,20.5,5.8,14,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20754.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20754.pdf
20755,24,2420755,B5,G6350,S,"20,755.00",24,"21,701,209.00","31,874.00","9,302.00","2,714.00","5,144.00","2,124.00",49,261,31,30,490,"1,173.00",55.3,22.8,0.5,2.8,0.3,0.3,5.3,12.6,47,0.5,23.5,369,13.6,0.5,20,99.4,13.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20755.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20755.pdf
20758,24,2420758,B5,G6350,S,"20,758.00",24,"10,432,083.00",0,721,283,649,43,0,0,0,0,10,19,90,6,0,0,0,0,1.4,2.6,125,17.3,46.5,21,7.4,61.7,30.9,10.7,19.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20758.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20758.pdf
20759,24,2420759,B5,G6350,S,"20,759.00",24,"16,425,882.00","711,849.00","3,355.00","1,155.00","2,396.00",273,4,456,0,8,109,109,71.4,8.1,0.1,13.6,0,0.2,3.2,3.2,393,11.7,41.8,72,6.2,78.3,16.4,6.3,13.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20759.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20759.pdf
20762,24,2420762,B5,G6350,S,"20,762.00",24,"15,270,777.00","6,924.00","2,973.00","1,385.00","1,664.00",637,10,70,16,16,143,417,56,21.4,0.3,2.4,0.5,0.5,4.8,14,8,0.3,23.5,391,28.2,0.4,50,99.2,12.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20762.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20762.pdf
20763,24,2420763,B5,G6350,S,"20,763.00",24,"3,662,440.00","4,924.00","2,664.00","1,059.00","1,281.00",668,8,412,0,10,81,204,48.1,25.1,0.3,15.5,0,0.4,3,7.7,177,6.6,32.4,90,8.5,29.5,20,63.1,33,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20763.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20763.pdf
20764,24,2420764,B5,G6350,S,"20,764.00",24,"10,576,066.00","7,504,671.00","4,176.00","1,945.00","3,488.00",449,17,29,0,10,73,110,83.5,10.8,0.4,0.7,0,0.2,1.7,2.6,469,11.2,41.4,135,6.9,72.9,14.9,14.3,28.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20764.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20764.pdf
20765,24,2420765,B5,G6350,S,"20,765.00",24,"1,207,947.00","516,047.00",514,246,408,86,2,3,0,0,7,8,79.4,16.7,0.4,0.6,0,0,1.4,1.6,115,22.4,53.3,16,6.5,48.2,37.6,22.8,32.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20765.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20765.pdf
20769,24,2420769,B5,G6350,S,"20,769.00",24,"19,897,450.00","268,746.00","6,604.00","2,150.00","1,490.00","4,030.00",8,418,3,28,150,477,22.6,61,0.1,6.3,0,0.4,2.3,7.2,609,9.2,40.7,73,3.4,84.9,10.1,5.5,17.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20769.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20769.pdf
20770,24,2420770,B5,G6350,S,"20,770.00",24,"21,280,621.00","195,187.00","25,173.00","11,407.00","6,079.00","12,542.00",43,"2,246.00",19,65,638,"3,541.00",24.1,49.8,0.2,8.9,0.1,0.3,2.5,14.1,"1,823.00",7.2,33.6,738,6.5,36.4,20.2,54.3,47.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20770.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20770.pdf
20772,24,2420772,B5,G6350,S,"20,772.00",24,"185,336,844.00","3,571,338.00","42,625.00","16,207.00","5,992.00","33,295.00",172,533,23,68,"1,048.00","1,494.00",14.1,78.1,0.4,1.3,0.1,0.2,2.5,3.5,"3,785.00",8.9,38.9,820,5.1,78.7,8.8,13.7,33.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20772.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20772.pdf
20774,24,2420774,B5,G6350,S,"20,774.00",24,"89,954,196.00","494,052.00","43,013.00","17,131.00","1,704.00","38,521.00",97,793,9,84,747,"1,058.00",4,89.6,0.2,1.8,0,0.2,1.7,2.5,"4,517.00",10.5,39.1,750,4.4,73.9,6.5,21,37.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20774.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20774.pdf
20776,24,2420776,B5,G6350,S,"20,776.00",24,"58,404,040.00","5,967,523.00","3,289.00","1,224.00","2,693.00",376,9,18,7,1,52,133,81.9,11.4,0.3,0.5,0.2,0,1.6,4,466,14.2,44.6,50,4.1,60.7,32.4,10.2,23.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20776.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20776.pdf
20777,24,2420777,B5,G6350,S,"20,777.00",24,"19,568,844.00","110,664.00","3,314.00","1,111.00","2,692.00",155,10,274,2,2,79,100,81.2,4.7,0.3,8.3,0.1,0.1,2.4,3,428,12.9,45.6,27,2.4,76.3,20.1,4.5,7.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20777.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20777.pdf
20778,24,2420778,B5,G6350,S,"20,778.00",24,"20,343,335.00","1,738,005.00","2,009.00",813,"1,816.00",87,3,22,0,1,24,56,90.4,4.3,0.1,1.1,0,0,1.2,2.8,248,12.3,45.4,49,6,75.8,16.4,9.4,15.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20778.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20778.pdf
20779,24,2420779,B5,G6350,S,"20,779.00",24,"16,812,673.00","1,629,478.00","1,182.00",534,"1,023.00",82,11,12,0,2,16,36,86.5,6.9,0.9,1,0,0.2,1.4,3,191,16.2,47.9,23,4.3,66.6,24.1,12.3,16.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20779.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20779.pdf
20781,24,2420781,B5,G6350,S,"20,781.00",24,"6,312,229.00","205,096.00","11,440.00","4,093.00","2,786.00","3,552.00",38,300,8,45,219,"4,492.00",24.4,31,0.3,2.6,0.1,0.4,1.9,39.3,766,6.7,32.9,282,6.9,47.5,15.4,43.9,34.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20781.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20781.pdf
20782,24,2420782,B5,G6350,S,"20,782.00",24,"10,973,600.00","99,086.00","30,560.00","11,552.00","4,656.00","13,941.00",62,945,17,96,549,"10,294.00",15.2,45.6,0.2,3.1,0.1,0.3,1.8,33.7,"2,885.00",9.4,32.6,742,6.4,36.2,18.2,55.8,40.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20782.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20782.pdf
20783,24,2420783,B5,G6350,S,"20,783.00",24,"14,579,957.00","25,155.00","44,487.00","13,891.00","3,390.00","11,843.00",99,"2,066.00",23,147,495,"26,424.00",7.6,26.6,0.2,4.6,0.1,0.3,1.1,59.4,"3,352.00",7.5,30.8,"1,015.00",7.3,37,18.4,54.7,39.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20783.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20783.pdf
20784,24,2420784,B5,G6350,S,"20,784.00",24,"11,027,347.00","1,897.00","29,449.00","10,155.00","2,384.00","16,636.00",85,771,15,116,437,"9,005.00",8.1,56.5,0.3,2.6,0.1,0.4,1.5,30.6,"2,075.00",7,32.1,827,8.1,53.6,12.4,38.8,39.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20784.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20784.pdf
20785,24,2420785,B5,G6350,S,"20,785.00",24,"25,546,966.00","43,907.00","35,052.00","14,864.00","2,222.00","28,496.00",70,320,6,68,612,"3,258.00",6.3,81.3,0.2,0.9,0,0.2,1.7,9.3,"3,062.00",8.7,33.2,"2,117.00",14.2,48,10.7,46.2,56.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20785.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20785.pdf
20794,24,2420794,B5,G6350,S,"20,794.00",24,"26,420,064.00","32,237.00","14,098.00","3,202.00","6,226.00","6,217.00",31,424,1,32,303,864,44.2,44.1,0.2,3,0,0.2,2.1,6.1,896,6.4,36.2,137,4.3,59.5,22.5,23.3,28,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/20794.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/20794.pdf
