,zpid,zipcode,city,state,latitude,longitude,price,dateSold,bathrooms,bedrooms,livingArea,homeType,homeStatus,daysOnZillow,isFeatured,shouldHighlight,zestimate,rentZestimate,listing_sub_type,isUnmappable,isPreforeclosureAuction,homeStatusForHDP,priceForHDP,isNonOwnerOccupied,isPremierBuilder,isZillowOwned,currency,country,taxAssessedValue,lotAreaValue,lotAreaUnit
0,37151520,20854,Potomac,MD,39.043986,-77.256456,800000.0,1625641200000,4.0,5.0,3650.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,809700.0,4250.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,1081300.0,5.1,acres
1,246554034,20814,Bethesda,MD,39.022005,-77.107586,800000.0,1617606000000,1.0,2.0,1400.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,636600.0,2499.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,507900.0,0.25,acres
2,37181535,20816,Bethesda,MD,38.958795,-77.11189,800000.0,1624604400000,3.0,4.0,2390.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,812000.0,4364.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,721567.0,8750.0,sqft
3,37182564,20817,Bethesda,MD,38.974071,-77.131494,800000.0,1604563200000,3.0,4.0,1826.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,867900.0,4058.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,697767.0,9148.0,sqft
4,37096069,20854,Potomac,MD,39.041634,-77.172128,800000.0,1620370800000,3.0,4.0,2810.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,815700.0,3249.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,611000.0,9811.0,sqft
5,37172594,20817,Bethesda,MD,38.999271,-77.11395,800000.0,1627282800000,5.0,5.0,2700.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,806500.0,5269.0,{'is_newHome': True},False,False,FOR_SALE,1625000.0,True,True,False,USD,USA,801500.0,6900.0,sqft
6,37286594,20910,Silver Spring,MD,39.003488,-77.038573,800000.0,1613980800000,4.0,3.0,2304.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,842700.0,3270.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,534800.0,6570.0,sqft
7,37282676,20910,Silver Spring,MD,38.998174,-77.016036,800000.0,1610092800000,3.0,4.0,1900.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,848800.0,2856.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,617567.0,6604.0,sqft
8,37173681,20815,Chevy Chase,MD,39.0,-77.076248,800000.0,1609142400000,2.0,5.0,2115.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,858700.0,3652.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,658567.0,0.3792929292929293,acres
9,37181682,20815,Chevy Chase,MD,38.980442,-77.063683,800000.0,1616050800000,3.0,3.0,1913.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,836000.0,3599.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,715233.0,8679.0,sqft
10,37171463,20814,Bethesda,MD,38.996664,-77.092721,800000.0,1628751600000,2.0,3.0,1714.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,803800.0,3182.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,672167.0,5334.0,sqft
11,97461682,20817,Bethesda,MD,38.991524,-77.151897,800000.0,1611734400000,,,1543.0,CONDO,RECENTLY_SOLD,-1,False,False,822400.0,3149.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,730000.0,,
12,37179698,20817,Bethesda,MD,39.00154,-77.128816,800000.0,1628233200000,3.0,4.0,2432.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,804700.0,3800.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,823733.0,7026.0,sqft
13,37117711,20852,Rockville,MD,39.042404,-77.118359,800000.0,1624950000000,3.0,3.0,1822.0,CONDO,RECENTLY_SOLD,-1,False,False,811100.0,3151.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,620000.0,,
14,37172223,20816,Bethesda,MD,38.959571,-77.127508,800000.0,1605168000000,1.0,,867.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,871100.0,4440.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,569067.0,0.3013085399449036,acres
15,37297235,20895,Kensington,MD,39.027261,-77.082807,800000.0,1603695600000,3.0,3.0,2168.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,875600.0,3200.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,681467.0,8444.0,sqft
16,37261236,20854,Potomac,MD,39.023326,-77.165493,800000.0,1610006400000,3.0,5.0,2464.0,TOWNHOUSE,RECENTLY_SOLD,-1,False,False,867600.0,3799.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,710633.0,4230.0,sqft
17,37292249,20895,Kensington,MD,39.018616,-77.067978,800000.0,1606723200000,3.0,4.0,2245.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,866300.0,3454.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,719967.0,0.3082415059687787,acres
18,37175801,20816,Bethesda,MD,38.950453,-77.099555,800000.0,1613635200000,2.0,,1248.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,954000.0,3099.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,619867.0,6252.0,sqft
19,37186302,20816,Bethesda,MD,38.953822,-77.09996,800000.0,1601449200000,3.0,3.0,1796.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,882200.0,3528.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,754167.0,7298.0,sqft
20,37261841,20854,Potomac,MD,39.039756,-77.206969,800000.0,1616396400000,3.0,4.0,2450.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,834900.0,3734.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,682333.0,10125.0,sqft
21,37265842,20854,Potomac,MD,38.986835,-77.223895,800000.0,1628233200000,4.0,3.0,2898.0,TOWNHOUSE,RECENTLY_SOLD,-1,False,False,804700.0,3528.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,615733.0,2040.0,sqft
22,241914865,20817,Bethesda,MD,39.026203,-77.13656,800000.0,1606118400000,4.0,3.0,1850.0,TOWNHOUSE,RECENTLY_SOLD,-1,False,False,868200.0,3270.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,819900.0,915.0,sqft
23,331605371,20895,Kensington,MD,39.015963,-77.082255,800000.0,1606723200000,,,,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,,1599.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,500500.0,0.29127640036730945,acres
24,37188874,20817,Bethesda,MD,38.971098,-77.135401,800000.0,1601622000000,2.0,3.0,1720.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,873000.0,3835.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,734000.0,0.26671258034894396,acres
25,37282905,20910,Silver Spring,MD,38.995635,-77.022363,800000.0,1602831600000,3.0,4.0,2160.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,878200.0,3343.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,560567.0,8683.0,sqft
26,37193409,20815,Chevy Chase,MD,38.97721,-77.098189,800000.0,1604908800000,3.0,3.0,1665.0,TOWNHOUSE,RECENTLY_SOLD,-1,False,False,872000.0,3800.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,650000.0,,
27,37120425,20852,Rockville,MD,39.036047,-77.123483,800000.0,1624518000000,4.0,3.0,2195.0,TOWNHOUSE,RECENTLY_SOLD,-1,False,False,812200.0,3270.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,632100.0,2832.0,sqft
28,37186928,20815,Chevy Chase,MD,39.0013,-77.078562,800000.0,1601362800000,3.0,4.0,1311.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,899200.0,3300.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,625067.0,6748.0,sqft
29,37085503,20876,Germantown,MD,39.213748,-77.247062,800000.0,1602572400000,5.5,7.0,5000.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,878900.0,4229.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,822233.0,3.5,acres
30,37102586,20854,Potomac,MD,39.062719,-77.171532,800000.0,1630479600000,3.0,4.0,2392.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,800800.0,2834.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,551100.0,9200.0,sqft
31,37118076,20855,Derwood,MD,39.111493,-77.147263,800000.0,1628665200000,4.0,4.0,3027.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,698500.0,2877.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,562900.0,0.25544077134986226,acres
32,37201491,20853,Rockville,MD,39.146566,-77.093538,800000.0,1623308400000,9.0,11.0,5472.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,815100.0,3743.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,828667.0,1.0,acres
33,37276091,20872,Damascus,MD,39.241765,-77.210174,800000.0,1627974000000,4.0,4.0,4392.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,805200.0,2910.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,557267.0,0.39967860422405876,acres
34,119332107,20878,Gaithersburg,MD,39.111608,-77.201675,800000.0,1603436400000,4.0,4.0,3028.0,TOWNHOUSE,RECENTLY_SOLD,-1,False,False,876400.0,3569.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,724000.0,2025.0,sqft
35,37097485,20854,Potomac,MD,39.049859,-77.178478,800000.0,1628492400000,3.0,4.0,3432.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,804300.0,3249.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,632300.0,9185.0,sqft
36,116221610,20837,Poolesville,MD,39.151966,-77.413431,800000.0,1620370800000,4.0,5.0,4892.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,818600.0,4259.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,771933.0,0.35381083562901744,acres
37,58242611,20841,Boyds,MD,39.157398,-77.305623,800000.0,1610524800000,5.0,4.0,4000.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,873100.0,3864.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,651300.0,0.45741505968778695,acres
38,37084149,20841,Boyds,MD,39.198587,-77.298905,800000.0,1619074800000,3.0,3.0,2436.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,821900.0,2699.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,524067.0,3.0100091827364555,acres
39,37213980,20832,Olney,MD,39.161124,-77.098328,800000.0,1624431600000,4.0,4.0,2815.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,806200.0,2900.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,572500.0,0.2772268135904499,acres
40,37108153,20850,Rockville,MD,39.087595,-77.179948,800000.0,1620716400000,4.0,5.0,2648.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,821900.0,3499.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,646700.0,9600.0,sqft
41,2090435976,20872,Damascus,MD,39.303114,-77.199554,800000.0,1624950000000,4.0,4.0,3558.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,,2743.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,,6.7,acres
42,166638660,20872,Damascus,MD,39.302953,-77.199206,800000.0,1627023600000,4.0,4.0,3500.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,807000.0,3300.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,614733.0,6.7,acres
43,37207673,20833,Brookeville,MD,39.210725,-77.04526,800000.0,1615190400000,3.0,4.0,3415.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,830300.0,3499.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,682500.0,2.0,acres
44,37102674,20854,Potomac,MD,39.064969,-77.168037,800000.0,1613116800000,3.0,4.0,2444.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,845800.0,3528.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,597100.0,10264.0,sqft
45,37164688,20874,Germantown,MD,39.155256,-77.279635,800000.0,1614326400000,4.0,4.0,4260.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,841500.0,3300.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,636467.0,10009.0,sqft
46,37212197,20832,Olney,MD,39.157782,-77.056831,800000.0,1626073200000,5.0,5.0,2514.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,808900.0,2864.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,534300.0,10057.0,sqft
47,37150886,20905,Ashton,MD,39.123845,-77.005466,800000.0,1605168000000,8.0,5.0,5341.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,866300.0,3664.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,748900.0,0.573921028466483,acres
48,37158701,20878,Gaithersburg,MD,39.104292,-77.26076,800000.0,1617606000000,4.0,4.0,3682.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,831100.0,3300.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,655000.0,0.3058310376492195,acres
49,60874217,20850,Rockville,MD,39.096989,-77.18869,800000.0,1614326400000,4.0,5.0,2374.0,TOWNHOUSE,RECENTLY_SOLD,-1,False,False,841500.0,3399.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,711800.0,2649.0,sqft
50,166474717,20866,Burtonsville,MD,39.128856,-76.924385,800000.0,1624345200000,5.0,,4394.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,812600.0,1606.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,937800.0,21.4,acres
51,110571259,20871,Clarksburg,MD,39.232896,-77.255847,800000.0,1602226800000,5.0,4.0,6342.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,880000.0,4214.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,786300.0,6600.0,sqft
52,52150304,20850,Rockville,MD,39.109371,-77.167672,800000.0,1604908800000,4.0,3.0,3196.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,872000.0,3072.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,737367.0,3691.0,sqft
53,37252447,20878,Gaithersburg,MD,39.122263,-77.247882,800000.0,1621494000000,4.0,3.0,2433.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,815700.0,2392.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,568300.0,2750.0,sqft
54,37157447,20874,Germantown,MD,39.148536,-77.285578,800000.0,1621839600000,4.0,4.0,3522.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,818900.0,3200.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,553800.0,0.6801423324150597,acres
55,37248445,20878,Gaithersburg,MD,39.149773,-77.240773,800000.0,1630393200000,4.0,4.0,5213.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,801000.0,3300.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,561500.0,9104.0,sqft
56,37209305,20832,Olney,MD,39.138301,-77.067685,800000.0,1615791600000,3.0,4.0,3716.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,836800.0,2900.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,520900.0,0.30330578512396694,acres
57,37089308,20839,Beallsville,MD,39.169755,-77.414796,800000.0,1614585600000,5.0,4.0,5886.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,840600.0,5400.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,478767.0,0.6964646464646465,acres
58,71801309,20871,Clarksburg,MD,39.246505,-77.2493,800000.0,1614240000000,5.0,5.0,5213.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,841800.0,3951.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,648900.0,0.37812213039485765,acres
59,37253817,20876,Germantown,MD,39.207202,-77.233506,800000.0,1619766000000,5.0,4.0,3712.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,818900.0,3428.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,606000.0,9750.0,sqft
60,37095821,20854,Potomac,MD,39.052223,-77.171175,800000.0,1612944000000,3.0,4.0,2475.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,846400.0,3234.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,593800.0,0.3045224977043159,acres
61,62875839,20882,Gaithersburg,MD,39.246939,-77.193439,800000.0,1608710400000,4.0,5.0,4262.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,860100.0,1028.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,794433.0,3.2100091827364556,acres
62,300510883,20906,Silver Spring,MD,39.11438,-77.067958,800000.0,1628924400000,5.0,4.0,3942.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,803500.0,3584.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,716300.0,5000.0,sqft
63,37079429,20882,Gaithersburg,MD,39.210637,-77.192263,800000.0,1614758400000,5.0,5.0,4300.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,840000.0,3528.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,646900.0,2.0,acres
64,37078422,20882,Gaithersburg,MD,39.194639,-77.133415,800000.0,1617865200000,4.0,4.0,5543.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,830300.0,3805.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,662900.0,1.2067033976124886,acres
65,37077902,20882,Gaithersburg,MD,39.185321,-77.131239,800000.0,1625814000000,4.0,4.0,4592.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,809400.0,3200.0,{},False,False,RECENTLY_SOLD,800000.0,True,False,False,USD,USA,569900.0,1.528099173553719,acres
66,249693982,20877,Gaithersburg,MD,39.13516,-77.180669,800047.0,1617606000000,,,,LOT,RECENTLY_SOLD,-1,False,False,831200.0,3599.0,{},False,False,RECENTLY_SOLD,800047.0,True,False,False,USD,USA,186600.0,0.7483930211202938,acres
67,37189364,20814,Bethesda,MD,39.025267,-77.117708,801000.0,1607673600000,3.0,4.0,1860.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,864400.0,3728.0,{},False,False,RECENTLY_SOLD,801000.0,True,False,False,USD,USA,685700.0,0.255325987144169,acres
68,37265861,20854,Potomac,MD,38.986284,-77.225082,801000.0,1615449600000,4.0,3.0,2388.0,TOWNHOUSE,RECENTLY_SOLD,-1,False,False,838900.0,3705.0,{},False,False,RECENTLY_SOLD,801000.0,True,False,False,USD,USA,713133.0,3477.0,sqft
69,37155006,20878,Gaithersburg,MD,39.09735,-77.261703,801000.0,1623308400000,3.0,5.0,2792.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,816100.0,2939.0,{},False,False,RECENTLY_SOLD,801000.0,True,False,False,USD,USA,560267.0,0.3993342516069789,acres
70,37164072,20874,Germantown,MD,39.155155,-77.284488,801000.0,1625727600000,4.0,4.0,3736.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,810600.0,2894.0,{},False,False,RECENTLY_SOLD,801000.0,True,False,False,USD,USA,579133.0,7549.0,sqft
71,60874313,20850,Rockville,MD,39.097697,-77.190406,802000.0,1617865200000,4.0,3.0,2432.0,TOWNHOUSE,RECENTLY_SOLD,-1,False,False,832400.0,3334.0,{},False,False,RECENTLY_SOLD,802000.0,True,False,False,USD,USA,648767.0,2122.0,sqft
72,37175930,20817,Bethesda,MD,39.005902,-77.114297,802500.0,1601017200000,4.0,4.0,2286.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,886200.0,3869.0,{},False,False,RECENTLY_SOLD,802500.0,True,False,False,USD,USA,750067.0,6144.0,sqft
73,246554115,20850,Rockville,MD,39.089175,-77.211136,802600.0,1604995200000,,,,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,,2264.0,{},False,False,RECENTLY_SOLD,802600.0,True,False,False,USD,USA,350000.0,1685.0,sqft
74,37259886,20854,Potomac,MD,39.057208,-77.205586,802909.0,1604908800000,2.0,5.0,2188.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,875100.0,3927.0,{},False,False,RECENTLY_SOLD,802909.0,True,False,False,USD,USA,666733.0,1.7794765840220386,acres
75,37279841,20901,Silver Spring,MD,39.00367,-77.003775,803000.0,1623308400000,3.0,4.0,1760.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,818200.0,2728.0,{},False,False,RECENTLY_SOLD,803000.0,True,False,False,USD,USA,439400.0,8359.0,sqft
76,37154474,20874,Germantown,MD,39.121133,-77.299447,803000.0,1609401600000,5.0,5.0,4014.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,861100.0,4285.0,{},False,False,RECENTLY_SOLD,803000.0,True,False,False,USD,USA,628300.0,2.0300045913682276,acres
77,37129886,20904,Silver Spring,MD,39.046692,-76.999871,803275.0,1599807600000,4.0,4.0,3866.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,879200.0,3184.0,{},False,False,RECENTLY_SOLD,803275.0,True,False,False,USD,USA,480100.0,0.9600550964187328,acres
78,37094598,20895,Kensington,MD,39.042023,-77.103265,803400.0,1603177200000,3.0,4.0,2117.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,880900.0,2951.0,{},False,False,RECENTLY_SOLD,803400.0,True,False,False,USD,USA,568500.0,9240.0,sqft
79,2077912030,20895,Kensington,MD,39.042014,-77.103277,803400.0,1599634800000,3.0,4.0,1176.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,891300.0,2681.0,{},False,False,RECENTLY_SOLD,803400.0,True,False,False,USD,USA,,,
80,246554128,20850,Rockville,MD,39.08922,-77.211208,803447.0,1601622000000,,,,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,,2264.0,{},False,False,RECENTLY_SOLD,803447.0,True,False,False,USD,USA,350000.0,1989.0,sqft
81,37189209,20814,Bethesda,MD,39.023182,-77.112764,803500.0,1602140400000,3.0,4.0,2196.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,884100.0,3666.0,{},False,False,RECENTLY_SOLD,803500.0,True,False,False,USD,USA,697000.0,7913.0,sqft
82,37094897,20854,Potomac,MD,39.051403,-77.166617,803500.0,1602658800000,4.0,5.0,2700.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,882500.0,3449.0,{},False,False,RECENTLY_SOLD,803500.0,True,False,False,USD,USA,620500.0,9225.0,sqft
83,37112621,20852,Rockville,MD,39.041139,-77.120576,804000.0,1616396400000,4.0,4.0,2532.0,TOWNHOUSE,RECENTLY_SOLD,-1,False,False,839000.0,3184.0,{},False,False,RECENTLY_SOLD,804000.0,True,False,False,USD,USA,622500.0,1949.0,sqft
84,37157945,20878,Gaithersburg,MD,39.08916,-77.23638,804000.0,1603782000000,4.0,5.0,3858.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,873900.0,3969.0,{},False,False,RECENTLY_SOLD,804000.0,True,False,False,USD,USA,671167.0,9153.0,sqft
85,37250401,20877,Gaithersburg,MD,39.130774,-77.181868,804000.0,1621234800000,4.0,4.0,5673.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,824600.0,3569.0,{},False,False,RECENTLY_SOLD,804000.0,True,False,False,USD,USA,565300.0,0.48039485766758494,acres
86,37117927,20852,Rockville,MD,39.031305,-77.120332,805000.0,1626850800000,5.0,3.0,2472.0,TOWNHOUSE,RECENTLY_SOLD,-1,False,False,812400.0,3277.0,{},False,False,RECENTLY_SOLD,805000.0,True,False,False,USD,USA,642767.0,4116.0,sqft
87,37283818,20910,Silver Spring,MD,38.988111,-77.010996,805000.0,1613462400000,3.0,4.0,1727.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,849800.0,3128.0,{},False,False,RECENTLY_SOLD,805000.0,True,False,False,USD,USA,666033.0,6934.0,sqft
88,37199281,20814,Bethesda,MD,39.014856,-77.108802,805000.0,1626764400000,3.0,,2792.0,CONDO,RECENTLY_SOLD,-1,False,False,812600.0,4429.0,{},False,False,RECENTLY_SOLD,805000.0,True,False,False,USD,USA,680000.0,6186.0,sqft
89,37182450,20817,Bethesda,MD,38.976266,-77.128206,805000.0,1608019200000,3.0,4.0,2600.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,867600.0,4200.0,{},False,False,RECENTLY_SOLD,805000.0,True,False,False,USD,USA,653300.0,8816.0,sqft
90,37168541,20815,Chevy Chase,MD,38.979167,-77.075283,805000.0,1623654000000,1.0,3.0,1404.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,889000.0,3170.0,{},False,False,RECENTLY_SOLD,805000.0,True,False,False,USD,USA,761900.0,6325.0,sqft
91,97460514,20910,Silver Spring,MD,39.002801,-77.036254,805000.0,1622530800000,5.0,4.0,2472.0,TOWNHOUSE,RECENTLY_SOLD,-1,False,False,816200.0,3399.0,{},False,False,RECENTLY_SOLD,805000.0,True,False,False,USD,USA,637167.0,1292.0,sqft
92,37144536,20905,Silver Spring,MD,39.104696,-77.01822,805000.0,1622185200000,4.0,4.0,3998.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,819100.0,3469.0,{},False,False,RECENTLY_SOLD,805000.0,True,False,False,USD,USA,565400.0,0.4356060606060606,acres
93,37247990,20878,Gaithersburg,MD,39.108132,-77.222797,805000.0,1611216000000,3.0,4.0,3111.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,857500.0,3399.0,{},False,False,RECENTLY_SOLD,805000.0,True,False,False,USD,USA,654300.0,9210.0,sqft
94,37144370,20905,Silver Spring,MD,39.102905,-77.02463,805000.0,1617951600000,4.0,5.0,4225.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,835200.0,2995.0,{},False,False,RECENTLY_SOLD,805000.0,True,False,False,USD,USA,571800.0,0.4192378328741965,acres
95,122474564,20906,Silver Spring,MD,39.073905,-77.032301,805000.0,1622530800000,4.0,4.0,3658.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,816300.0,3208.0,{},False,False,RECENTLY_SOLD,805000.0,True,False,False,USD,USA,640967.0,7292.0,sqft
96,37111489,20850,Rockville,MD,39.086041,-77.181294,805000.0,1628060400000,4.0,4.0,2061.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,810100.0,3229.0,{},False,False,RECENTLY_SOLD,805000.0,True,False,False,USD,USA,605600.0,8314.0,sqft
